甲一, , 
1,無骨雞排飯,65
2,叉燒飯,70
3,招牌飯,75
4,爌肉飯,75
5,香辣腿排飯,75
6,古早味排骨飯,75
7,滷排骨飯,75
8,法式豬排飯,75
9,鯖魚飯,80
10,黃金魚排飯,80
11,清蒸鮮魚飯,85
12,香雞排飯,90
13,雞腿飯,95
14,滷雞腿飯,95
15,和風烤雞飯,95
