日日佳, ,
1,椒鹽鮭魚飯,95
2,虱目魚肚飯,95
3,挪威薄鹽鯖魚飯,85
4,蒲燒鯛魚飯,85
5,清蒸鱈魚飯,85
6,香煎肉魚飯,75
7,酥炸大雞腿飯,85
8,蜜汁大雞腿飯,85
9,泰式椒麻雞飯,75
10,原味去骨雞腿飯,70
11,香煎腿排飯,70
12,照燒腿排飯,75
13,香雞排飯,90
14,香酥棒腿飯,70
15,日日佳招牌飯,75
16,日日佳排骨飯,80
17,現炸排骨飯,80
18,日式炸豬排飯,85
19,照燒豬排飯,80
20,和風豬排飯,85
21,蒲燒排骨飯,80
22,椒麻豬排飯,85
23,爌肉飯,75
24,宮保雞丁飯,70
25,三杯雞丁飯,70
26,薑汁燒肉飯,75
27,叉燒飯,80
28,原味咔啦飯,70
29,香腸飯,60
30,魯肉飯,50
31,綜合套餐1,60 
32,綜合套餐2,65 
33,綜合套餐3,70 
34,綜合套餐4,80 
