小林, ,
1,爌肉飯,80
2,炸排骨飯,80
3,滷排骨飯,80
4,蜜汁豬排飯,80
5,椒麻雞飯,85
6,虱目魚肚飯,90
7,瓜仔肉便當,75
8,三杯雞飯,75
9,滷雞腿飯,75
