南投六星, ,
1,梅干扣肉便當,80
2,糖醋雞丁便當,80
3,蒜泥白肉便當,80
4,三杯雞丁便當,80
5,拿坡里雞腿排便當,90
6,香酥大雞排便當,95
7,招牌炸雞腿便當,90
8,椒鹽炸排骨便當,80
9,古早味滷排骨便當,80
10,日式炸豬排便當,90
11,鯖魚便當,80
12,古早味滷雞腿便當,85
13,滷豬腳便當,90
